City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Bucharest,Black,COMPLETED,2023-08-01 18:27:40 +0000 UTC,2023-08-01 18:30:05 +0000 UTC,44.433468,26.097937,"Calea Victoriei 16-20, București 030027, Romania",2023-08-01 18:48:34 +0000 UTC,44.417538,26.157074,"Strada Lotrioara 37, București, Romania",4.87,42,RON
Bucharest,Comfort,COMPLETED,2023-07-28 17:41:35 +0000 UTC,2023-07-28 17:44:07 +0000 UTC,44.435307,26.125967,"Strada Țepeș Vodă 66, București 030167, Romania",2023-07-28 17:53:54 +0000 UTC,44.433994,26.098793,"Calea Victoriei 16-20, București 030027, Romania",1.75,20,RON
Bucharest,Black,COMPLETED,2023-07-27 17:16:52 +0000 UTC,2023-07-27 17:19:51 +0000 UTC,44.43524,26.12546,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-07-27 17:31:22 +0000 UTC,44.424576,26.161118,"Str. Liviu Rebreanu 6A, galeriilor 031784, Romania",2.6,38,RON
Bucharest,Black,COMPLETED,2023-07-20 15:09:39 +0000 UTC,2023-07-20 15:13:45 +0000 UTC,44.43526,26.125656,"Str. Popa Nan 62, București 030167, Romania",2023-07-20 15:43:35 +0000 UTC,44.472305,26.085087,"Aleea Pescăruș 1, București 011851, Romania",4.69,42,RON
Bucharest,Black,COMPLETED,2023-07-14 16:32:42 +0000 UTC,2023-07-14 16:38:00 +0000 UTC,44.435265,26.125587,"Str. Popa Nan 62, București 030167, Romania",2023-07-14 16:48:30 +0000 UTC,44.4341,26.09846,"Calea Victoriei 16-20, București 030027, Romania",2.01,38,RON
Bucharest,Black,COMPLETED,2023-07-12 13:50:22 +0000 UTC,2023-07-12 13:54:08 +0000 UTC,44.440716,26.12854,"Bulevardul Pache Protopopescu 101, București 021409, Romania",2023-07-12 14:12:52 +0000 UTC,44.467697,26.089586,"Bulevardul Primăverii 24, București 014192, Romania",3.71,45.14,RON
Bucharest,Comfort,COMPLETED,2023-07-11 11:39:18 +0000 UTC,2023-07-11 11:43:52 +0000 UTC,44.42949,26.13076,"nr, Strada Delea Nouă 19, București, Romania",2023-07-11 11:52:23 +0000 UTC,44.43994,26.10841,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2.03,20,RON
Bucharest,UberX,COMPLETED,2023-07-11 10:58:04 +0000 UTC,2023-07-11 10:59:04 +0000 UTC,44.44004,26.10884,"Strada Armand Călinescu 31, București 030167, Romania",2023-07-11 11:10:57 +0000 UTC,44.42876,26.132145,"Bucharest, Romania",1.98,18,RON
Bucharest,Comfort,COMPLETED,2023-07-10 06:35:18 +0000 UTC,2023-07-10 06:39:41 +0000 UTC,44.435333,26.125345,"Str. Popa Nan 62, București 030167, Romania",2023-07-10 06:49:42 +0000 UTC,44.438522,26.107996,"S.da Italiană 16, București 030167, Romania",1.12,20,RON
Bucharest,Black,COMPLETED,2023-07-02 11:01:57 +0000 UTC,2023-07-02 11:08:42 +0000 UTC,44.43528,26.12559,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-07-02 11:39:25 +0000 UTC,44.57067,26.07693,"075100 Otopeni, Romania",12.01,78,RON
Bucharest,Comfort,COMPLETED,2023-07-02 02:11:28 +0000 UTC,2023-07-02 02:13:40 +0000 UTC,44.56925,26.07571,"075100 Otopeni, Romania",2023-07-02 02:40:35 +0000 UTC,44.43529,26.12567,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",12.14,77.36,RON
Bucharest,Black,COMPLETED,2023-07-01 23:12:42 +0000 UTC,2023-07-01 23:20:16 +0000 UTC,44.435314,26.125633,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-07-01 23:44:54 +0000 UTC,44.571594,26.07694,"075100 Otopeni, Romania",12.08,81,RON
Bucharest,Comfort,COMPLETED,2023-07-01 17:45:19 +0000 UTC,2023-07-01 17:52:16 +0000 UTC,44.44265,26.14991,"Bulevardul Pierre de Coubertin, București, Romania",2023-07-01 17:57:54 +0000 UTC,44.43527,26.125622,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.62,14,RON
Bucharest,Comfort,COMPLETED,2023-07-01 16:35:29 +0000 UTC,2023-07-01 16:37:36 +0000 UTC,44.43997,26.108438,"Str. Batiștei 36, București 030167, Romania",2023-07-01 16:47:32 +0000 UTC,44.44314,26.151573,"Bulevardul Pierre de Coubertin 3-5, București 021901, Romania",2.41,16.13,RON
Bucharest,Comfort,COMPLETED,2023-06-28 20:16:22 +0000 UTC,2023-06-28 20:23:43 +0000 UTC,44.433548,26.09793,"Calea Victoriei 16-20, București 030027, Romania",2023-06-28 20:43:12 +0000 UTC,44.417496,26.1577,"Strada Lotrioara 37, București, Romania",4.91,35.31,RON
Bucharest,Comfort,COMPLETED,2023-06-28 18:02:37 +0000 UTC,2023-06-28 18:05:20 +0000 UTC,44.435394,26.125412,"Str. Popa Nan 62, București 030167, Romania",2023-06-28 18:14:44 +0000 UTC,44.433407,26.097792,"Calea Victoriei 16-20, București 030027, Romania",1.77,15.4,RON
Bucharest,UberX,COMPLETED,2023-06-28 11:59:27 +0000 UTC,2023-06-28 12:03:16 +0000 UTC,44.450806,26.122747,"Șoseaua Ștefan cel Mare 234, București 020163, Romania",2023-06-28 12:10:13 +0000 UTC,44.43996,26.108389,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",1.41,11.2,RON
Bucharest,Comfort,COMPLETED,2023-06-28 11:01:31 +0000 UTC,2023-06-28 11:04:29 +0000 UTC,44.44009,26.108719,"Strada Armand Călinescu 40, București 030167, Romania",2023-06-28 11:12:23 +0000 UTC,44.450726,26.122759,"Șoseaua Ștefan cel Mare 234, București 020163, Romania",1.18,15.82,RON
Bucharest,Comfort,COMPLETED,2023-06-24 19:46:53 +0000 UTC,2023-06-24 19:48:22 +0000 UTC,44.45146,26.08749,"Bulevardul Lascăr Catargiu, București, Romania",2023-06-24 20:00:39 +0000 UTC,44.43524,26.125599,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2.76,14.7,RON
Bucharest,,FARE_SPLIT,2023-06-24 16:09:41 +0000 UTC,2023-06-24 16:14:58 +0000 UTC,,,,2023-06-24 16:34:22 +0000 UTC,,,,,26.61,RON
Bucharest,Comfort,COMPLETED,2023-06-22 18:48:10 +0000 UTC,2023-06-22 18:49:57 +0000 UTC,44.433067,26.097658,"Calea Victoriei 14, București 030027, Romania",2023-06-22 18:56:49 +0000 UTC,44.43528,26.125633,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.88,15.82,RON
Bucharest,Black,CANCELED,2023-06-22 18:47:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44021,26.08115,"Strada Știrbei Vodă 152, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.44021,26.08115,"Strada Știrbei Vodă 152, București 030167, Romania",0,0,RON
Bucharest,UberX Priority,CANCELED,2023-06-22 15:18:58 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.42801,26.13313,"Bucharest, Romania",1970-01-01 00:00:00 +0000 UTC,44.42801,26.13312,"Bucharest, Romania",0,0,RON
Bucharest,Comfort,COMPLETED,2023-06-20 15:24:45 +0000 UTC,2023-06-20 15:28:38 +0000 UTC,44.43522,26.125313,"Str. Popa Nan 66a, București 030167, Romania",2023-06-20 15:38:56 +0000 UTC,44.43392,26.098057,"Calea Victoriei 16-20, București 030027, Romania",1.76,15.4,RON
Bucharest,Green,CANCELED,2023-06-20 15:23:30 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43237,26.12551,"Bucharest, Romania",1970-01-01 00:00:00 +0000 UTC,44.43238,26.12551,"Bucharest, Romania",0,0,RON
Bucharest,Comfort,COMPLETED,2023-06-16 19:22:33 +0000 UTC,2023-06-16 19:26:20 +0000 UTC,44.43509,26.100393,"Bucharest, Romania",2023-06-16 19:32:39 +0000 UTC,44.435238,26.12565,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.49,11.3,RON
Bucharest,UberX,COMPLETED,2023-06-16 17:27:48 +0000 UTC,2023-06-16 17:30:07 +0000 UTC,44.435333,26.125395,"Str. Popa Nan 62, București 030167, Romania",2023-06-16 17:42:48 +0000 UTC,44.434174,26.098497,"Calea Victoriei 28, București 030167, Romania",1.71,16,RON
Bucharest,Comfort,CANCELED,2023-06-15 12:33:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43846,26.13178,"Strada Agricultori 35, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43902,26.13116,"Strada Agricultori 23, București 030167, Romania",0,0,RON
Bucharest,Comfort,COMPLETED,2023-06-13 18:29:17 +0000 UTC,2023-06-13 18:32:24 +0000 UTC,44.427406,26.13078,"Bulevardul Decebal 3, București, Romania",2023-06-13 18:36:40 +0000 UTC,44.435226,26.125408,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.29,10,RON
Bucharest,UberX,COMPLETED,2023-06-09 20:42:28 +0000 UTC,2023-06-09 20:47:44 +0000 UTC,44.429424,26.100565,"Str. Franceză 50, București 030167, Romania",2023-06-09 21:11:20 +0000 UTC,44.415592,26.154057,"Strada Lotrioara 37, București, Romania",6.32,52.82,RON
Bucharest,UberX,COMPLETED,2023-06-09 17:23:29 +0000 UTC,2023-06-09 17:29:17 +0000 UTC,44.43566,26.12522,"Bucharest, Romania",2023-06-09 17:36:20 +0000 UTC,44.43403,26.098696,"Calea Victoriei 28, București 030167, Romania",1.75,16,RON
Bucharest,UberX,COMPLETED,2023-06-01 20:57:32 +0000 UTC,2023-06-01 20:59:26 +0000 UTC,44.4295,26.10017,"Str. Franceză 50, București 030167, Romania",2023-06-01 21:21:40 +0000 UTC,44.41768,26.15717,"Strada Lotrioara 37, București, Romania",4.93,34.13,RON
Bucharest,UberX,COMPLETED,2023-06-01 17:56:14 +0000 UTC,2023-06-01 17:59:05 +0000 UTC,44.435574,26.125223,"Bucharest, Romania",2023-06-01 18:08:11 +0000 UTC,44.4341,26.098469,"Calea Victoriei 16-20, București 030027, Romania",1.69,16,RON
Bucharest,UberX,COMPLETED,2023-05-28 18:01:18 +0000 UTC,2023-05-28 18:04:11 +0000 UTC,44.435745,26.103907,"Bulevardul Carol I 2-4, București 030167, Romania",2023-05-28 18:09:33 +0000 UTC,44.43524,26.125631,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.29,18,RON
Bucharest,UberX,COMPLETED,2023-05-28 15:27:12 +0000 UTC,2023-05-28 15:29:51 +0000 UTC,44.435493,26.12513,"Str. Popa Nan 62, București 030167, Romania",2023-05-28 15:39:23 +0000 UTC,44.433212,26.100452,"Strada Doamnei 2, București 030167, Romania",1.72,16,RON
Bucharest,UberX,COMPLETED,2023-05-26 18:07:28 +0000 UTC,2023-05-26 18:10:32 +0000 UTC,44.43532,26.12579,"Strada Țepeș Vodă 74, București 030167, Romania",2023-05-26 18:17:01 +0000 UTC,44.45185,26.11168,"Strada Vasile Lascăr 218, București, Romania",1.68,16,RON
Bucharest,UberX,COMPLETED,2023-05-17 05:10:14 +0000 UTC,2023-05-17 05:13:18 +0000 UTC,44.435223,26.12558,"Strada Țepeș Vodă 70, București 030167, Romania",2023-05-17 05:22:37 +0000 UTC,44.43064,26.112106,"Strada Logofătul Udriște 9-15, București 030167, Romania",1.21,19.2,RON
Bucharest,UberX,COMPLETED,2023-05-15 16:44:26 +0000 UTC,2023-05-15 16:49:28 +0000 UTC,44.42008,26.148079,"Str. Liviu Rebreanu 4, București, Romania",2023-05-15 16:57:05 +0000 UTC,44.43519,26.126171,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2.09,16,RON
Bucharest,UberX,COMPLETED,2023-05-15 14:16:12 +0000 UTC,2023-05-15 14:23:46 +0000 UTC,44.42636,26.127535,"Strada Theodor D. Speranția 55, București, Romania",2023-05-15 14:49:39 +0000 UTC,44.41753,26.157759,"Bloc M31, Strada Lotrioara 17, București 032167, Romania",2.43,22.96,RON
Bucharest,UberX,COMPLETED,2023-05-15 10:38:41 +0000 UTC,2023-05-15 10:43:16 +0000 UTC,44.439896,26.108467,"Str. Batiștei 36, București 030167, Romania",2023-05-15 10:50:20 +0000 UTC,44.43522,26.125639,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.27,18,RON
Bucharest,UberX,COMPLETED,2023-05-15 07:12:28 +0000 UTC,2023-05-15 07:14:47 +0000 UTC,44.43534,26.125414,"Str. Popa Nan 62, București 030167, Romania",2023-05-15 07:20:15 +0000 UTC,44.43996,26.108429,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",1.19,16,RON
Bucharest,UberX,COMPLETED,2023-05-15 05:42:46 +0000 UTC,2023-05-15 05:49:00 +0000 UTC,44.435272,26.125612,"Strada Țepeș Vodă 66, București 030167, Romania",2023-05-15 05:57:09 +0000 UTC,44.42138,26.131098,"Strada Brăilița 11, București, Romania",1.45,17.6,RON
Bucharest,Select,COMPLETED,2023-05-13 07:06:34 +0000 UTC,2023-05-13 07:10:16 +0000 UTC,44.435047,26.125237,"Str. Popa Nan 64, București 030167, Romania",2023-05-13 07:30:00 +0000 UTC,44.368965,26.121992,"Drumul Binelui 51-61, București 042151, Romania",5.41,35.98,RON
Bucharest,UberX,COMPLETED,2023-05-10 08:05:31 +0000 UTC,2023-05-10 08:06:47 +0000 UTC,44.438274,26.107956,"Strada Constantin Nacu 13, București 030167, Romania",2023-05-10 08:11:35 +0000 UTC,44.426815,26.115385,"Bulevardul Unirii 47c, București 030825, Romania",1.14,16,RON
Bucharest,UberX,COMPLETED,2023-05-09 12:12:50 +0000 UTC,2023-05-09 12:15:46 +0000 UTC,44.435493,26.12532,"Str. Popa Nan 62, București 030167, Romania",2023-05-09 12:26:41 +0000 UTC,44.438557,26.108135,"S.da Italiană 16, București 030167, Romania",1.4,16,RON
Bucharest,UberX,COMPLETED,2023-05-08 17:42:22 +0000 UTC,2023-05-08 17:45:44 +0000 UTC,44.42518,26.12981,"E81 6, București, Romania",2023-05-08 17:51:21 +0000 UTC,44.43528,26.12559,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.01,16,RON
Bucharest,UberX,COMPLETED,2023-05-08 16:22:32 +0000 UTC,2023-05-08 16:27:45 +0000 UTC,44.43982,26.108385,"Str. Batiștei 36, București 030167, Romania",2023-05-08 16:43:43 +0000 UTC,44.424553,26.129454,"Bloc 15, Piața Alba Iulia 6, București 031104, Romania",2.7,18.77,RON
Bucharest,UberX,COMPLETED,2023-05-06 20:55:18 +0000 UTC,2023-05-06 20:57:59 +0000 UTC,44.415733,26.109655,"Bulevardul Gheorghe Șincai 14, București, Romania",2023-05-06 21:05:04 +0000 UTC,44.43526,26.125633,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.73,16,RON
Cluj,UberX,CANCELED,2023-05-05 07:05:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,46.76918,23.59746,"Piața Ștefan cel Mare 5, Cluj-Napoca 400394, Romania",1970-01-01 00:00:00 +0000 UTC,46.76766,23.59808,"Calea Turzii 2, Cluj-Napoca 400394, Romania",0,0,RON
Cluj,UberX,COMPLETED,2023-05-04 12:54:34 +0000 UTC,2023-05-04 13:01:34 +0000 UTC,46.7679,23.562798,"Bulevardul 1 Decembrie 1918 104, Cluj-Napoca 400535, Romania",2023-05-04 13:23:04 +0000 UTC,46.792915,23.628048,"Str. Fabricii de Zahăr 165, Cluj-Napoca 400394, Romania",5,30.67,RON
Bucharest,UberX,CANCELED,2023-05-01 18:13:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44835,26.09389,"Bulevardul Lascăr Catargiu 20, București, Romania",1970-01-01 00:00:00 +0000 UTC,44.44561,26.09738,"Bucharest, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-05-01 15:13:19 +0000 UTC,2023-05-01 15:16:57 +0000 UTC,44.435326,26.125887,"Strada Țepeș Vodă 70, București 030167, Romania",2023-05-01 15:27:39 +0000 UTC,44.434063,26.098509,"Calea Victoriei 16-20, București 030027, Romania",1.76,17.6,RON
Bucharest,UberX,COMPLETED,2023-05-01 11:22:22 +0000 UTC,2023-05-01 11:23:22 +0000 UTC,44.440063,26.108446,"Strada Armand Călinescu 31, București 030167, Romania",2023-05-01 11:29:51 +0000 UTC,44.43521,26.125591,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.25,16,RON
Bucharest,UberX,COMPLETED,2023-05-01 08:46:08 +0000 UTC,2023-05-01 08:49:27 +0000 UTC,44.435284,26.125639,"Strada Țepeș Vodă 66, București 030167, Romania",2023-05-01 08:57:54 +0000 UTC,44.434113,26.098467,"Calea Victoriei 23, București 030167, Romania",1.74,17.6,RON
Bucharest,Comfort,COMPLETED,2023-04-30 18:51:39 +0000 UTC,2023-04-30 18:54:43 +0000 UTC,44.47738,26.06396,"C5, Pavilion C5 Romexpo, București, Romania",2023-04-30 19:21:26 +0000 UTC,44.41586,26.11002,"Bulevardul Gheorghe Șincai 11, București, Romania",7.46,54.16,RON
Bucharest,UberX,COMPLETED,2023-04-30 16:33:20 +0000 UTC,2023-04-30 16:36:55 +0000 UTC,44.435318,26.125395,"Str. Popa Nan 58, București 030167, Romania",2023-04-30 16:58:08 +0000 UTC,44.47738,26.064022,"C5, Pavilion C5 Romexpo, București, Romania",5.57,31.01,RON
Bucharest,UberX,COMPLETED,2023-04-28 17:26:11 +0000 UTC,2023-04-28 17:31:48 +0000 UTC,44.47403,26.06444,"Bulevardul Expoziției 1-3, București 012244, Romania",2023-04-28 17:50:20 +0000 UTC,44.43529,26.12566,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",5.32,29.59,RON
Bucharest,UberX,COMPLETED,2023-04-27 14:19:08 +0000 UTC,2023-04-27 14:21:39 +0000 UTC,44.438904,26.108015,"Strada Vasile Lascăr 32, București 030167, Romania",2023-04-27 14:32:24 +0000 UTC,44.433887,26.099138,"Calea Victoriei 16-20, București 030027, Romania",0.8,19.2,RON
Bucharest,UberX,COMPLETED,2023-04-27 12:45:29 +0000 UTC,2023-04-27 12:48:43 +0000 UTC,44.435406,26.125372,"Str. Popa Nan 62, București 030167, Romania",2023-04-27 12:54:41 +0000 UTC,44.439938,26.108248,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",1.17,26,RON
Bucharest,UberX,COMPLETED,2023-04-27 12:17:21 +0000 UTC,2023-04-27 12:20:16 +0000 UTC,44.43977,26.108917,"Strada Armand Călinescu 31, București 030167, Romania",2023-04-27 12:27:12 +0000 UTC,44.43529,26.12597,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.26,16,RON
Bucharest,UberX,COMPLETED,2023-04-25 16:08:06 +0000 UTC,2023-04-25 16:10:49 +0000 UTC,44.43974,26.10874,"Strada Armand Călinescu 31, București 030167, Romania",2023-04-25 16:16:37 +0000 UTC,44.43528,26.12566,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.23,16,RON
Bucharest,Select,COMPLETED,2023-04-25 09:21:54 +0000 UTC,2023-04-25 09:24:25 +0000 UTC,44.43901,26.108028,"Strada Vasile Lascăr 32, București 030167, Romania",2023-04-25 09:42:45 +0000 UTC,44.425243,26.059883,"Drumul Sării 85, București 060151, Romania",3.24,30.94,RON
Bucharest,UberX,COMPLETED,2023-04-24 16:58:22 +0000 UTC,2023-04-24 17:00:15 +0000 UTC,44.439827,26.108566,"Strada Vasile Lascăr 40-40bis, București 030167, Romania",2023-04-24 17:04:51 +0000 UTC,44.43526,26.125685,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.28,16,RON
Bucharest,UberX,COMPLETED,2023-04-24 11:28:02 +0000 UTC,2023-04-24 11:30:33 +0000 UTC,44.439957,26.10853,"Strada Vasile Lascăr 40-40bis, București 030167, Romania",2023-04-24 11:36:28 +0000 UTC,44.43065,26.11219,"Strada Logofătul Udriște 9-15, București 030167, Romania",0.88,16,RON
Bucharest,UberX,CANCELED,2023-04-23 19:18:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Bucharest,UberX,COMPLETED,2023-04-22 14:23:40 +0000 UTC,2023-04-22 14:27:29 +0000 UTC,44.478962,26.101849,"Bucharest, Romania",2023-04-22 14:49:48 +0000 UTC,44.4352,26.125694,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",4.02,26.97,RON
Bucharest,UberX,COMPLETED,2023-04-21 05:44:53 +0000 UTC,2023-04-21 05:48:25 +0000 UTC,44.435253,26.125616,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-21 06:07:33 +0000 UTC,44.438366,26.107952,"S.da Italiană 16, București 030167, Romania",3.93,30.57,RON
Bucharest,UberX,COMPLETED,2023-04-20 16:21:58 +0000 UTC,2023-04-20 16:25:52 +0000 UTC,44.439777,26.108742,"Bucharest, Romania",2023-04-20 16:32:41 +0000 UTC,44.435265,26.125866,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.25,16,RON
Bucharest,UberX,COMPLETED,2023-04-19 17:15:45 +0000 UTC,2023-04-19 17:17:35 +0000 UTC,44.427567,26.130709,"Bulevardul Decebal 3, București, Romania",2023-04-19 17:23:20 +0000 UTC,44.435326,26.125902,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.34,16,RON
Bucharest,UberX,COMPLETED,2023-04-19 16:04:34 +0000 UTC,2023-04-19 16:06:18 +0000 UTC,44.439888,26.10846,"Strada Armand Călinescu 40, București 030167, Romania",2023-04-19 16:14:16 +0000 UTC,44.429005,26.131557,"Bucharest, Romania",1.72,16,RON
Bucharest,UberX,COMPLETED,2023-04-19 05:39:16 +0000 UTC,2023-04-19 05:43:07 +0000 UTC,44.435295,26.125637,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-19 06:09:19 +0000 UTC,44.43994,26.108318,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",3.8,27.51,RON
Bucharest,Select,COMPLETED,2023-04-14 18:04:52 +0000 UTC,2023-04-14 18:08:27 +0000 UTC,44.477863,26.105125,"Str. Barbu Văcărescu 260, București 077190, Romania",2023-04-14 18:20:42 +0000 UTC,44.43529,26.125612,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",4.2,31.01,RON
Bucharest,Select,COMPLETED,2023-04-14 16:14:32 +0000 UTC,2023-04-14 16:17:41 +0000 UTC,44.43525,26.125708,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-14 16:33:58 +0000 UTC,44.478737,26.104506,"Str. Barbu Văcărescu 201, București 077190, Romania",4.11,29.14,RON
Bucharest,UberX,COMPLETED,2023-04-14 14:15:47 +0000 UTC,2023-04-14 14:16:57 +0000 UTC,44.42714,26.0936,"Bloc 8A, Bulevardul Unirii 2, București 040104, Romania",2023-04-14 14:37:52 +0000 UTC,44.41775,26.15721,"Strada Lotrioara 37, București, Romania",5.3,32.04,RON
Bucharest,UberX,COMPLETED,2023-04-14 08:13:08 +0000 UTC,2023-04-14 08:16:16 +0000 UTC,44.436657,26.119457,"Strada Ștefan Mihăileanu 42, București 030167, Romania",2023-04-14 08:25:18 +0000 UTC,44.43995,26.108364,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",1.83,16,RON
Bucharest,UberX,COMPLETED,2023-04-14 07:33:13 +0000 UTC,2023-04-14 07:34:32 +0000 UTC,44.43531,26.125404,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-14 07:39:13 +0000 UTC,44.43686,26.11968,"Strada Ștefan Mihăileanu 42, București 030167, Romania",0.84,16,RON
Bucharest,UberX,COMPLETED,2023-04-13 16:47:58 +0000 UTC,2023-04-13 16:55:56 +0000 UTC,44.5694,26.076675,"Unnamed Road, Otopeni 075100, Romania",2023-04-13 17:21:38 +0000 UTC,44.435238,26.125578,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",12.02,69.7,RON
Cluj,UberX,COMPLETED,2023-04-13 13:55:30 +0000 UTC,2023-04-13 14:05:11 +0000 UTC,46.792873,23.628056,"Str. Fabricii de Zahăr 165, Cluj-Napoca 400394, Romania",2023-04-13 14:17:10 +0000 UTC,46.78166,23.688698,"Strada Traian Vuia 149-151, Cluj-Napoca 400397, Romania",4.26,30.68,RON
Cluj,UberX,COMPLETED,2023-04-13 05:38:51 +0000 UTC,2023-04-13 05:40:34 +0000 UTC,46.781773,23.688025,"Strada Octavian Goga, Cluj-Napoca 400269, Romania",2023-04-13 06:02:00 +0000 UTC,46.768013,23.562538,"Bulevardul 1 Decembrie 1918, Cluj-Napoca 400699, Romania",6.67,49.1,RON
Bucharest,UberX,COMPLETED,2023-04-13 02:51:17 +0000 UTC,2023-04-13 02:56:25 +0000 UTC,44.43535,26.125406,"Str. Popa Nan 62, București 030167, Romania",2023-04-13 03:19:48 +0000 UTC,44.571095,26.0769,"075100 Otopeni, Romania",11.97,63.13,RON
Bucharest,UberX,COMPLETED,2023-04-12 17:49:55 +0000 UTC,2023-04-12 17:51:56 +0000 UTC,44.393845,26.121683,"Bucharest, Romania",2023-04-12 18:03:18 +0000 UTC,44.435284,26.12564,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",3.31,19.88,RON
Bucharest,UberX,COMPLETED,2023-04-12 15:52:17 +0000 UTC,2023-04-12 15:56:33 +0000 UTC,44.420742,26.130655,"Strada Brăilița 58, București, Romania",2023-04-12 16:16:42 +0000 UTC,44.393135,26.123013,"Calea Văcărești 391, București 040055, Romania",2.75,16.45,RON
Bucharest,UberX,COMPLETED,2023-04-10 16:38:27 +0000 UTC,2023-04-10 16:39:27 +0000 UTC,44.43439,26.04943,"Bulevardul Iuliu Maniu, București, Romania",2023-04-10 16:58:17 +0000 UTC,44.43528,26.12558,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",4.19,23.8,RON
Bucharest,Select,COMPLETED,2023-04-10 14:12:25 +0000 UTC,2023-04-10 14:18:56 +0000 UTC,44.43397,26.098015,"Strada Eforiei 23, București 030167, Romania",2023-04-10 14:39:45 +0000 UTC,44.477394,26.063965,"C5, Pavilion C5 Romexpo, București, Romania",4.89,37.72,RON
Bucharest,UberX,COMPLETED,2023-04-10 11:34:43 +0000 UTC,2023-04-10 11:36:58 +0000 UTC,44.434235,26.040583,"Bulevardul Iuliu Maniu 21, București 061344, Romania",2023-04-10 11:56:04 +0000 UTC,44.43346,26.09799,"Calea Victoriei 16-20, București 030027, Romania",3.5,22.23,RON
Bucharest,UberX,CANCELED,2023-04-10 10:07:47 +0000 UTC,2023-04-10 10:11:31 +0000 UTC,44.440166,26.108385,"Strada Armand Călinescu 40, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.440166,26.108385,"Strada Armand Călinescu 40, București 030167, Romania",6.43,27.14,RON
Bucharest,UberX,CANCELED,2023-04-09 13:31:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.362087,26.115139,"Drumul Binelui 245, București, Romania",1970-01-01 00:00:00 +0000 UTC,44.362087,26.115139,"Drumul Binelui 245, București, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-04-09 13:29:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.362087,26.115139,"Drumul Binelui 245, București, Romania",1970-01-01 00:00:00 +0000 UTC,44.362087,26.115139,"Drumul Binelui 245, București, Romania",0,0,RON
